SetID	P.value	N.Marker.All	N.Marker.Test	pval_skat.bon	SetID	P.value	N.Marker.All	N.Marker.Test	pval_skato.bon	SetID	P.value	N.Marker.All	N.Marker.Test	pval_burden.bon
POLD2	0.976099675234636	19	17	1	POLD2	0.697260326926751	19	17	1	POLD2	0.614411836114792	19	17	1
MYL7	0.772178349023657	12	11	1	MYL7	1	12	11	1	MYL7	0.937385466945068	12	11	1
GCK	0.819500160047307	8	8	1	GCK	1	8	8	1	GCK	0.66322620043325	8	8	1
YKT6	0.91128793274442	20	20	1	YKT6	0.859311845828276	20	20	1	YKT6	0.66266386947856	20	20	1
CAMK2B	0.89296359924876	229	117	1	CAMK2B	0.498147524289564	229	117	1	CAMK2B	0.365592546086842	229	117	1
NUDCD3	0.999667473528453	232	71	1	NUDCD3	0.863435205802121	232	71	1	NUDCD3	0.616280704755124	232	71	1
NPC1L1	0.976830697245444	55	26	1	NPC1L1	1	55	26	1	NPC1L1	0.986661052228065	55	26	1
DDX56	0.197760090903372	30	30	1	DDX56	0.176821481877075	30	30	1	DDX56	0.116562929444434	30	30	1
TMED4	0.867396377341114	16	15	1	TMED4	0.878697103350188	16	15	1	TMED4	0.58736226862401	16	15	1
OGDH	0.992781351502431	162	153	1	OGDH	1	162	153	1	OGDH	0.622617490372838	162	153	1
ZMIZ2	0.999922134069751	34	33	1	ZMIZ2	1	34	33	1	ZMIZ2	0.906884773584344	34	33	1
PPIA	0.992903761505818	23	19	1	PPIA	1	23	19	1	PPIA	0.807224944486195	23	19	1
H2AZ2	0.999943590387694	60	55	1	H2AZ2	1	60	55	1	H2AZ2	0.820790254351604	60	55	1
PURB	1	9	8	1	PURB	1	9	8	1	PURB	0.917547499697224	9	8	1
MYO1G	0.263901119539746	38	32	1	MYO1G	0.0728270045995152	38	32	1	MYO1G	0.0578373641324942	38	32	1
SNHG15	1	11	6	1	SNHG15	1	11	6	1	SNHG15	0.968411173964692	11	6	1
CCM2	0.999999212597685	209	133	1	CCM2	1	209	133	1	CCM2	0.966581909454762	209	133	1
NACAD	0.99945956370792	21	19	1	NACAD	1	21	19	1	NACAD	0.936675394015533	21	19	1
TBRG4	0.965856264636224	30	29	1	TBRG4	0.860954589447955	30	29	1	TBRG4	0.863605155496355	30	29	1
RAMP3	0.204845104369049	180	176	1	RAMP3	0.11244497894275	180	176	1	RAMP3	0.0360246199727583	180	176	1
ADCY1	0.998598669734836	310	281	1	ADCY1	1	310	281	1	ADCY1	0.713529766259203	310	281	1
SEPTIN7P2	0.999982074111113	95	92	1	SEPTIN7P2	1	95	92	1	SEPTIN7P2	0.756997387822363	95	92	1
LOC730234	0.724976033986698	2	1	1	LOC730234	0.804804997839883	2	1	1	LOC730234	0.724976033986698	2	1	1
IGFBP1	1	14	13	1	IGFBP1	0.811452183531809	14	13	1	IGFBP1	0.765853394118625	14	13	1
IGFBP3	0.999348463575305	27	25	1	IGFBP3	1	27	25	1	IGFBP3	0.692965055674197	27	25	1
LOC730338	0.185300136698408	34	22	1	LOC730338	0.351317868879088	34	22	1	LOC730338	0.508120349171131	34	22	1
TNS3	0.999986765090092	803	697	1	TNS3	1	803	697	1	TNS3	0.783525114891934	803	697	1
LINC01447	0.995420406058547	14	13	1	LINC01447	0.872528622813474	14	13	1	LINC01447	0.849993354382631	14	13	1
C7orf65	0.889760146632737	17	16	1	C7orf65	0.823402018210841	17	16	1	C7orf65	0.540398265175598	17	16	1
LINC00525	0.90009686501625	61	56	1	LINC00525	0.880283083793182	61	56	1	LINC00525	0.56986921938264	61	56	1
PKD1L1	0.224596186238454	613	545	1	PKD1L1	0.0171410626850373	613	545	1	PKD1L1	0.0066101003192344	613	545	1
HUS1	0.0293615611563902	54	52	1	HUS1	0.0477069450237504	54	52	1	HUS1	0.0259502358332531	54	52	1
SUN3	0.999709216493788	114	112	1	SUN3	1	114	112	1	SUN3	0.78403134081338	114	112	1
C7orf57	0.999399123704439	90	88	1	C7orf57	0.883815550431123	90	88	1	C7orf57	0.879272524043347	90	88	1
UPP1	0.997664554978877	34	32	1	UPP1	1	34	32	1	UPP1	0.915207069860645	34	32	1
ABCA13	0.71424172547621	1572	1476	1	ABCA13	0.55742840628361	1572	1476	1	ABCA13	0.276396476888389	1572	1476	1
CDC14C	0.872346758899052	18	18	1	CDC14C	1	18	18	1	CDC14C	0.676860806643484	18	18	1
VWC2	0.974280981326542	314	279	1	VWC2	0.597170656276249	314	279	1	VWC2	0.530305864194148	314	279	1
ZPBP	0.997427904666422	481	440	1	ZPBP	0.475517875706582	481	440	1	ZPBP	0.430877462078583	481	440	1
SPATA48	0.997460709421974	277	235	1	SPATA48	0.352209717724285	277	235	1	SPATA48	0.402537960395121	277	235	1
IKZF1	0.982621444078502	261	225	1	IKZF1	0.826254117286176	261	225	1	IKZF1	0.509610788917611	261	225	1
FIGNL1	0.993541757667433	26	22	1	FIGNL1	1	26	22	1	FIGNL1	0.95332344712795	26	22	1
DDC	0.999997387626382	479	414	1	DDC	1	479	414	1	DDC	0.777908979858995	479	414	1
GRB10	0.57525607487771	396	360	1	GRB10	0.360237280025506	396	360	1	GRB10	0.277809950201874	396	360	1
COBL	0.999985838382277	547	501	1	COBL	1	547	501	1	COBL	0.88981140736135	547	501	1
LOC107986794	0.85047299645168	14	14	1	LOC107986794	0.457623666333221	14	14	1	LOC107986794	0.423046204159788	14	14	1
POM121L12	1	11	11	1	POM121L12	1	11	11	1	POM121L12	0.97208989598231	11	11	1
LINC01446	0.956998126956312	428	411	1	LINC01446	1	428	411	1	LINC01446	0.567513796852216	428	411	1
LINC01445	0.999941160887351	52	50	1	LINC01445	1	52	50	1	LINC01445	0.921153571478988	52	50	1
VSTM2A	0.999997812806124	33	31	1	VSTM2A	1	33	31	1	VSTM2A	0.884529856135394	33	31	1
SEC61G	1	18	8	1	SEC61G	1	18	8	1	SEC61G	0.887141903031889	18	8	1
LOC100996654	0.60547087654278	140	129	1	LOC100996654	0.604546455700036	140	129	1	LOC100996654	0.587716724138446	140	129	1
EGFR	0.0255585026142294	341	248	1	EGFR	0.0627085728233798	341	248	1	EGFR	0.0381066850401747	341	248	1
EGFR-AS1	0.939812556595345	44	43	1	EGFR-AS1	0.708354368313793	44	43	1	EGFR-AS1	0.423505134063849	44	43	1
ELDR	0.988757082089773	53	50	1	ELDR	0.431819631545605	53	50	1	ELDR	0.926898125462834	53	50	1
LANCL2	0.999999183016349	219	208	1	LANCL2	0.79127477459738	219	208	1	LANCL2	0.98926821033754	219	208	1
VOPP1	0.999989976471824	132	124	1	VOPP1	0.875934056255817	132	124	1	VOPP1	0.720738874363164	132	124	1
FKBP9P1	0.998404878929338	16	16	1	FKBP9P1	1	16	16	1	FKBP9P1	0.946927229041433	16	16	1
SEPTIN14	0.9999984188207	196	191	1	SEPTIN14	1	196	191	1	SEPTIN14	0.981872772081236	196	191	1
ZNF713	0.994143909709398	154	144	1	ZNF713	0.731599867211817	154	144	1	ZNF713	0.544769936363532	154	144	1
MRPS17	0.955381263555247	15	14	1	MRPS17	0.624108197233426	15	14	1	MRPS17	0.544127035008875	15	14	1
NIPSNAP2	0.999916159145631	123	121	1	NIPSNAP2	0.864491230958268	123	121	1	NIPSNAP2	0.823500938321226	123	121	1
PSPH	0.999895658566716	215	213	1	PSPH	1	215	213	1	PSPH	0.865105822205404	215	213	1
CCT6A	0.99838243139392	32	32	1	CCT6A	0.904908389271535	32	32	1	CCT6A	0.879719779044797	32	32	1
SUMF2	0.99903434060256	44	43	1	SUMF2	1	44	43	1	SUMF2	0.877699492317594	44	43	1
PHKG1	0.999815056102108	51	49	1	PHKG1	0.881979708805402	51	49	1	PHKG1	0.913685220983055	51	49	1
CHCHD2	0.957099771406112	15	15	1	CHCHD2	0.878965193620101	15	15	1	CHCHD2	0.603489606332021	15	15	1
NUPR2	1	8	4	1	NUPR2	1	8	4	1	NUPR2	0.664776622009238	8	4	1
LOC650226	0.996791579377549	60	53	1	LOC650226	0.834171489994283	60	53	1	LOC650226	0.597835420114254	60	53	1
LOC100240728	0.71242766521921	5	5	1	LOC100240728	1	5	5	1	LOC100240728	0.691381587025828	5	5	1
DKFZp434L192	0.494811580956511	72	28	1	DKFZp434L192	0.353967384949058	72	28	1	DKFZp434L192	0.317012870784487	72	28	1
LOC101928401	0.98383956412317	49	28	1	LOC101928401	1	49	28	1	LOC101928401	0.795173098476974	49	28	1
LOC401357	0.82724859190743	62	50	1	LOC401357	1	62	50	1	LOC401357	0.978161700083788	62	50	1
LOC100130849	0.972475777083117	28	25	1	LOC100130849	1	28	25	1	LOC100130849	0.970214762471082	28	25	1
ZNF479	0.99989771680284	68	68	1	ZNF479	1	68	68	1	ZNF479	0.829127909565794	68	68	1
GUSBP10	0.9998804499826	53	51	1	GUSBP10	1	53	51	1	GUSBP10	0.935766155770912	53	51	1
LOC105375297	0.738930914071499	6	6	1	LOC105375297	1	6	6	1	LOC105375297	0.72271675815367	6	6	1
LOC100653233	0.99998554650998	245	221	1	LOC100653233	0.759924848290688	245	221	1	LOC100653233	0.486563756778021	245	221	1
ZNF716	0.999252547666712	142	140	1	ZNF716	1	142	140	1	ZNF716	0.970820041035437	142	140	1
ZNF733P	0.999580147421983	29	15	1	ZNF733P	0.922729132410818	29	15	1	ZNF733P	0.928548972032312	29	15	1
LOC102724738	0.956186355315191	12	10	1	LOC102724738	1	12	10	1	LOC102724738	0.928378025139436	12	10	1
MIR4283-2	0.688007172258689	1	1	1	MIR4283-2	0.570672174159978	1	1	1	MIR4283-2	0.688007172258689	1	1	1
ZNF722P	0.999988128063177	86	79	1	ZNF722P	0.835981416493913	86	79	1	ZNF722P	0.860947502689046	86	79	1
LINC01005	1	19	19	1	LINC01005	0.737680435414107	19	19	1	LINC01005	0.897631959835391	19	19	1
ZNF727	0.999994840571022	247	225	1	ZNF727	1	247	225	1	ZNF727	0.874140727043027	247	225	1
ZNF735	0.932187437408854	64	63	1	ZNF735	0.746079759376312	64	63	1	ZNF735	0.51670100855525	64	63	1
ZNF679	0.998926992749711	165	147	1	ZNF679	0.769428041262857	165	147	1	ZNF679	0.425203260736118	165	147	1
ZNF736	0.991062668346898	118	117	1	ZNF736	1	118	117	1	ZNF736	0.641569340264532	118	117	1
YWHAEP1	0.794881204878875	5	4	1	YWHAEP1	1	5	4	1	YWHAEP1	0.795397234685141	5	4	1
ZNF680	0.993909809813133	206	206	1	ZNF680	0.798458572106316	206	206	1	ZNF680	0.807751663036594	206	206	1
LOC100128885	0.999997552028772	158	133	1	LOC100128885	1	158	133	1	LOC100128885	0.841577507394939	158	133	1
ZNF107	0.981516981594954	157	153	1	ZNF107	0.832793243418799	157	153	1	ZNF107	0.695087231331578	157	153	1
ZNF138	0.981946262324084	245	148	1	ZNF138	1	245	148	1	ZNF138	0.598484471157312	245	148	1
ZNF273	0.999917271993142	142	126	1	ZNF273	1	142	126	1	ZNF273	0.958182510505655	142	126	1
ZNF117	0.982829274978713	99	86	1	ZNF117	1	99	86	1	ZNF117	0.618253611541747	99	86	1
ERV3-1-ZNF117	0.99922900452494	53	43	1	ERV3-1-ZNF117	1	53	43	1	ERV3-1-ZNF117	0.801627966142662	53	43	1
CCT6P3	0.999795680505353	143	113	1	CCT6P3	0.757035725792098	143	113	1	CCT6P3	0.879854304763742	143	113	1
INTS4P1	0.999879725863875	446	359	1	INTS4P1	1	446	359	1	INTS4P1	0.784613210492474	446	359	1
ZNF92	0.999975209978968	127	116	1	ZNF92	0.826380471878306	127	116	1	ZNF92	0.897776470266134	127	116	1
LOC101929322	0.996931731723459	752	496	1	LOC101929322	0.599441865109058	752	496	1	LOC101929322	0.482491822089493	752	496	1
LOC441242	0.999985642031807	343	287	1	LOC441242	1	343	287	1	LOC441242	0.933058374826355	343	287	1
VKORC1L1	0.99999609652949	218	205	1	VKORC1L1	0.848742676606257	218	205	1	VKORC1L1	0.887690060725136	218	205	1
GUSB	0.999459570736574	63	58	1	GUSB	0.677130898265435	63	58	1	GUSB	0.680707522608336	63	58	1
ASL	0.99916846715358	49	48	1	ASL	0.846828262511988	49	48	1	ASL	0.866727389537117	49	48	1
CRCP	0.9999115235159	141	136	1	CRCP	1	141	136	1	CRCP	0.904482492350551	141	136	1
TPST1	0.999995568587797	377	362	1	TPST1	1	377	362	1	TPST1	0.885917527260042	377	362	1
LINC00174	0.998776929009344	65	60	1	LINC00174	0.782279462101402	65	60	1	LINC00174	0.807423353597752	65	60	1
GS1-124K5.4	0.830740297767442	8	8	1	GS1-124K5.4	1	8	8	1	GS1-124K5.4	0.774948422161687	8	8	1
GS1-124K5.11	0.999970987071374	384	369	1	GS1-124K5.11	1	384	369	1	GS1-124K5.11	0.867573524167662	384	369	1
KCTD7	0.999576082836997	45	44	1	KCTD7	0.833451616499213	45	44	1	KCTD7	0.746522221913102	45	44	1
LOC100996437	0.999987106336156	71	70	1	LOC100996437	1	71	70	1	LOC100996437	0.931973739496474	71	70	1
RABGEF1	0.999995852905275	559	538	1	RABGEF1	0.870946675776951	559	538	1	RABGEF1	0.883469980453305	559	538	1
GTF2IRD1P1	0.999842191517917	119	112	1	GTF2IRD1P1	0.802279075686204	119	112	1	GTF2IRD1P1	0.837818450366853	119	112	1
GTF2IP23	0.999975467456143	106	101	1	GTF2IP23	1	106	101	1	GTF2IP23	0.832876632944547	106	101	1
LINC02604	0.998861401474344	11	11	1	LINC02604	0.885974201887892	11	11	1	LINC02604	0.925017365487286	11	11	1
TMEM248	0.999936997570945	104	101	1	TMEM248	0.841291415668145	104	101	1	TMEM248	0.795659238982286	104	101	1
SBDS	0.969503614240064	25	24	1	SBDS	0.791155057617218	25	24	1	SBDS	0.564415110184234	25	24	1
TYW1	0.999995616700731	637	552	1	TYW1	0.822147969403951	637	552	1	TYW1	0.862982682041397	637	552	1
PMS2P4	0.998815437961601	160	128	1	PMS2P4	0.709736727336345	160	128	1	PMS2P4	0.743283036021077	160	128	1
STAG3L4	0.977017712539663	113	81	1	STAG3L4	0.578648720813399	113	81	1	STAG3L4	0.550383527603818	113	81	1
LINC01372	1	13	13	1	LINC01372	1	13	13	1	LINC01372	0.821440139973679	13	13	1
LOC102723427	0.996201876587113	33	18	1	LOC102723427	1	33	18	1	LOC102723427	0.782132884214683	33	18	1
CT66	0.726552207983401	3	3	1	CT66	0.650362585666528	3	3	1	CT66	0.727500978020552	3	3	1
AUTS2	0.999668075256135	1167	1039	1	AUTS2	0.780148187316347	1167	1039	1	AUTS2	0.735917780945267	1167	1039	1
GALNT17	0.986654443523142	2070	1740	1	GALNT17	0.509351348352625	2070	1740	1	GALNT17	0.157820801335176	2070	1740	1
CALN1	0.876834321900686	1768	1554	1	CALN1	0.609950392055038	1768	1554	1	CALN1	0.217396579116944	1768	1554	1
TYW1B	0.999998882927668	695	619	1	TYW1B	1	695	619	1	TYW1B	0.963776718008771	695	619	1
SBDSP1	0.114194272620894	9	9	1	SBDSP1	0.0782962901420512	9	9	1	SBDSP1	0.19126002992833	9	9	1
SPDYE7P	0.999578414435558	22	21	1	SPDYE7P	0.650896979304023	22	21	1	SPDYE7P	0.925722974707096	22	21	1
POM121	0.999756251626845	95	82	1	POM121	0.787578555230388	95	82	1	POM121	0.332391049715307	95	82	1
NSUN5P2	0.99676497445736	18	11	1	NSUN5P2	0.78081061603113	18	11	1	NSUN5P2	0.814429554321688	18	11	1
TRIM74	0.843022290092961	8	5	1	TRIM74	0.807213268288256	8	5	1	TRIM74	0.903842658405524	8	5	1
LOC100101148	1	4	2	1	LOC100101148	1	4	2	1	LOC100101148	0.665742749690348	4	2	1
STAG3L3	0.994899703175301	19	11	1	STAG3L3	1	19	11	1	STAG3L3	0.942440097732704	19	11	1
PMS2P7	0.996020258015093	10	8	1	PMS2P7	0.808868272107516	10	8	1	PMS2P7	0.911497409622258	10	8	1
SPDYE8P	0.804112310466863	2	2	1	SPDYE8P	0.6809564942879	2	2	1	SPDYE8P	0.802654878453738	2	2	1
SPDYE10P	0.999596171432294	21	8	1	SPDYE10P	1	21	8	1	SPDYE10P	0.935688524401003	21	8	1
GTF2IP4	0.994820778234207	27	9	1	GTF2IP4	1	27	9	1	GTF2IP4	0.845166134048658	27	9	1
NCF1B	0.998716433457191	11	6	1	NCF1B	1	11	6	1	NCF1B	0.973674963906352	11	6	1
NSUN5	0.974953343244984	5	4	1	NSUN5	1	5	4	1	NSUN5	0.836299055290205	5	4	1
TRIM50	0.828531040857441	14	8	1	TRIM50	0.782192580579761	14	8	1	TRIM50	0.476955437093829	14	8	1
FKBP6	0.946676526266329	53	50	1	FKBP6	0.824417445092325	53	50	1	FKBP6	0.591716098850007	53	50	1
FZD9	1	4	3	1	FZD9	0.847074404399958	4	3	1	FZD9	0.691957934415326	4	3	1
BAZ1B	0.999988331980543	126	76	1	BAZ1B	0.89375216098511	126	76	1	BAZ1B	0.729756368540866	126	76	1
BCL7B	0.999935370565125	41	19	1	BCL7B	1	41	19	1	BCL7B	0.963188060413446	41	19	1
TBL2	0.998917276674917	22	18	1	TBL2	1	22	18	1	TBL2	0.880908172456245	22	18	1
MLXIPL	0.952814035110084	68	49	1	MLXIPL	0.318332929766891	68	49	1	MLXIPL	0.319480008110085	68	49	1
VPS37D	0.724629596668302	7	7	1	VPS37D	1	7	7	1	VPS37D	0.772116265303303	7	7	1
DNAJC30	0.946570454824557	8	8	1	DNAJC30	0.795598844176874	8	8	1	DNAJC30	0.876642739467627	8	8	1
BUD23	0.998363829218236	42	34	1	BUD23	1	42	34	1	BUD23	0.977059967934071	42	34	1
STX1A	0.999915117295525	37	30	1	STX1A	1	37	30	1	STX1A	0.60747051522135	37	30	1
ABHD11-AS1	0.997003103116168	3	3	1	ABHD11-AS1	1	3	3	1	ABHD11-AS1	0.981844493558799	3	3	1
ABHD11	0.992587856046383	5	5	1	ABHD11	1	5	5	1	ABHD11	0.743040685874299	5	5	1
CLDN3	0.887138540943458	3	3	1	CLDN3	1	3	3	1	CLDN3	0.887120993888166	3	3	1
CLDN4	0.933598924140707	4	4	1	CLDN4	0.83178591511505	4	4	1	CLDN4	0.933598924140706	4	4	1
METTL27	0.989629343140592	43	34	1	METTL27	0.57750554304413	43	34	1	METTL27	0.552175052286769	43	34	1
TMEM270	0.963315638623933	16	16	1	TMEM270	0.695491659851862	16	16	1	TMEM270	0.738565851375033	16	16	1
ELN	0.999981725362335	71	62	1	ELN	0.906647366149012	71	62	1	ELN	0.845951501779114	71	62	1
LIMK1	0.999911280207326	74	72	1	LIMK1	1	74	72	1	LIMK1	0.732991421459911	74	72	1
EIF4H	0.999697563171804	25	22	1	EIF4H	1	25	22	1	EIF4H	0.669645599286439	25	22	1
LAT2	0.999349944083788	30	28	1	LAT2	0.741423769036695	30	28	1	LAT2	0.568235521240169	30	28	1
RFC2	0.982402534463137	37	33	1	RFC2	1	37	33	1	RFC2	0.733873910601875	37	33	1
CLIP2	0.999726389769521	318	304	1	CLIP2	1	318	304	1	CLIP2	0.77163043785826	318	304	1
GTF2IRD1	0.958697453838411	436	401	1	GTF2IRD1	0.787619549358302	436	401	1	GTF2IRD1	0.689277442757696	436	401	1
GTF2I	0.0699872240439374	75	26	1	GTF2I	0.0339031530288499	75	26	1	GTF2I	0.0144495693064079	75	26	1
LOC101926943	0.435108153449818	21	7	1	LOC101926943	0.592155192679482	21	7	1	LOC101926943	0.525270421314254	21	7	1
NCF1	0.385921824409077	30	11	1	NCF1	0.480719881284457	30	11	1	NCF1	0.245625747884471	30	11	1
GTF2IRD2	0.181016984552016	95	36	1	GTF2IRD2	0.0307973770161507	95	36	1	GTF2IRD2	0.0108299887593578	95	36	1
STAG3L2	0.963517657128925	22	12	1	STAG3L2	0.808772627718808	22	12	1	STAG3L2	0.799463155761996	22	12	1
PMS2P5	0.972497059954275	39	19	1	PMS2P5	0.496059231471065	39	19	1	PMS2P5	0.481196377792539	39	19	1
CASTOR2	1	3	2	1	CASTOR2	1	3	2	1	CASTOR2	0.992432031218745	3	2	1
RCC1L	0.910441284346792	38	27	1	RCC1L	0.240510557756331	38	27	1	RCC1L	0.195776207032813	38	27	1
GTF2IRD2B	0.997591608557122	37	21	1	GTF2IRD2B	0.684881655306236	37	21	1	GTF2IRD2B	0.66161785194742	37	21	1
NCF1C	0.985760477113641	13	7	1	NCF1C	0.84745302097268	13	7	1	NCF1C	0.566701488535797	13	7	1
GTF2IP1	1	21	3	1	GTF2IP1	1	21	3	1	GTF2IP1	0.724541674478627	21	3	1
SPDYE13P	1	6	2	1	SPDYE13P	0.680073460858954	6	2	1	SPDYE13P	0.674816913864711	6	2	1
SPDYE14P	0.724976033986698	1	1	1	SPDYE14P	0.804804997839883	1	1	1	SPDYE14P	0.724976033986698	1	1	1
PMS2P2	0.9200295048413	10	3	1	PMS2P2	1	10	3	1	PMS2P2	0.82436664969263	10	3	1
STAG3L1	0.955491172689896	14	8	1	STAG3L1	0.87872515348804	14	8	1	STAG3L1	0.599000929585223	14	8	1
LOC541473	1	5	4	1	LOC541473	1	5	4	1	LOC541473	0.965075292645871	5	4	1
TRIM73	0.98562157807771	11	7	1	TRIM73	0.745311611774378	11	7	1	TRIM73	0.737557462179882	11	7	1
NSUN5P1	0.890315184392098	9	4	1	NSUN5P1	0.762856562676411	9	4	1	NSUN5P1	0.786679462670299	9	4	1
POM121C	0.999896204136475	217	161	1	POM121C	0.816868867198003	217	161	1	POM121C	0.778937406997933	217	161	1
SPDYE5	0.997534910340211	66	51	1	SPDYE5	0.669422020272902	66	51	1	SPDYE5	0.580853277928076	66	51	1
PMS2P3	0.999997920871804	48	35	1	PMS2P3	0.894719079868707	48	35	1	PMS2P3	0.962233261893344	48	35	1
HIP1	0.984999465666966	630	591	1	HIP1	0.145306954959945	630	591	1	HIP1	0.0727241668809162	630	591	1
CCL26	0.996446966169419	95	94	1	CCL26	1	95	94	1	CCL26	0.86669136909963	95	94	1
CCL24	0.925193312529606	29	29	1	CCL24	0.559617951593529	29	29	1	CCL24	0.217191105837573	29	29	1
RHBDD2	0.99365130193476	19	13	1	RHBDD2	1	19	13	1	RHBDD2	0.692452265551486	19	13	1
POR	0.999960926008037	178	161	1	POR	0.845613264516955	178	161	1	POR	0.884976001073673	178	161	1
TMEM120A	0.954801103444156	39	26	1	TMEM120A	0.648964830204449	39	26	1	TMEM120A	0.642197289885218	39	26	1
STYXL1	0.997177289759391	91	81	1	STYXL1	0.680176806341235	91	81	1	STYXL1	0.742286098164191	91	81	1
MDH2	0.834291365812024	6	4	1	MDH2	1	6	4	1	MDH2	0.937221718795757	6	4	1
GTF2IP7	0.999909641897812	59	58	1	GTF2IP7	1	59	58	1	GTF2IP7	0.927944183261876	59	58	1
SRRM3	0.999999289312936	232	214	1	SRRM3	0.745517001968241	232	214	1	SRRM3	0.823001901161522	232	214	1
HSPB1	0.906116452078532	1	1	1	HSPB1	0.990891158461113	1	1	1	HSPB1	0.906116452078532	1	1	1
YWHAG	0.99368046852164	84	68	1	YWHAG	0.811468590145225	84	68	1	YWHAG	0.509610784437806	84	68	1
SSC4D	0.999701105737347	86	85	1	SSC4D	1	86	85	1	SSC4D	0.953384979180825	86	85	1
ZP3	0.999782950388104	190	162	1	ZP3	1	190	162	1	ZP3	0.918143167577316	190	162	1
DTX2	0.997461105634122	291	206	1	DTX2	0.635608346476282	291	206	1	DTX2	0.400692287595944	291	206	1
UPK3B	0.131310913097037	33	25	1	UPK3B	0.086371157245235	33	25	1	UPK3B	0.0690265548505112	33	25	1
SPDYE16	0.936595090686584	42	19	1	SPDYE16	0.905134706117838	42	19	1	SPDYE16	0.618215365436208	42	19	1
LOC100133091	0.999995798865705	385	328	1	LOC100133091	0.918095939067704	385	328	1	LOC100133091	0.973021888354596	385	328	1
DTX2P1-UPK3BP1-PMS2P11	0.999977255507927	342	258	1	DTX2P1-UPK3BP1-PMS2P11	0.898595951927121	342	258	1	DTX2P1-UPK3BP1-PMS2P11	0.954128460162221	342	258	1
SPDYE17	0.927326924670461	18	2	1	SPDYE17	1	18	2	1	SPDYE17	0.931141061259542	18	2	1
PMS2P9	0.99991253306206	96	51	1	PMS2P9	0.871114158545008	96	51	1	PMS2P9	0.802494716181689	96	51	1
SPDYE18	0.999673047335311	60	48	1	SPDYE18	1	60	48	1	SPDYE18	0.80326064602866	60	48	1
FAM185BP	0.950863506880678	209	190	1	FAM185BP	0.684637395709114	209	190	1	FAM185BP	0.374097980112945	209	190	1
CCDC146	0.999646480685093	525	479	1	CCDC146	1	525	479	1	CCDC146	0.909714463391279	525	479	1
GSAP	0.999994627385804	308	302	1	GSAP	1	308	302	1	GSAP	0.994492635242349	308	302	1
LOC101927243	0.998338575771878	22	22	1	LOC101927243	1	22	22	1	LOC101927243	0.87570169104029	22	22	1
PTPN12	0.964843839056067	163	146	1	PTPN12	0.506430895766131	163	146	1	PTPN12	0.471740367902395	163	146	1
APTR	0.99994105954017	82	80	1	APTR	0.901615558531734	82	80	1	APTR	0.879886678943907	82	80	1
RSBN1L	0.999998667281034	198	183	1	RSBN1L	0.486551613305723	198	183	1	RSBN1L	0.416307674523499	198	183	1
TMEM60	0.999002335099954	12	9	1	TMEM60	1	12	9	1	TMEM60	0.954018481543684	12	9	1
PHTF2	0.998624388416596	224	206	1	PHTF2	0.395340537069298	224	206	1	PHTF2	0.301140299891481	224	206	1
MAGI2	0.927561881651449	5260	4761	1	MAGI2	0.239452872278261	5260	4761	1	MAGI2	0.0985360961245432	5260	4761	1
MAGI2-AS3	0.999498159089762	59	58	1	MAGI2-AS3	1	59	58	1	MAGI2-AS3	0.975802120701162	59	58	1
GNAI1	0.926982951944789	234	216	1	GNAI1	1	234	216	1	GNAI1	0.92945172022338	234	216	1
LOC101927269	1	7	6	1	LOC101927269	0.724252743050013	7	6	1	LOC101927269	0.726404034056005	7	6	1
GNAT3	0.999984977191177	155	151	1	GNAT3	1	155	151	1	GNAT3	0.894017254226966	155	151	1
CD36	0.99999268656926	261	235	1	CD36	1	261	235	1	CD36	0.906044357989105	261	235	1
SEMA3C	0.999998746294452	481	432	1	SEMA3C	1	481	432	1	SEMA3C	0.98471929846495	481	432	1
LOC105369146	0.999990274125512	74	63	1	LOC105369146	1	74	63	1	LOC105369146	0.956594756335329	74	63	1
LOC100128317	0.999760115489452	136	121	1	LOC100128317	0.845926797867138	136	121	1	LOC100128317	0.848777301820701	136	121	1
HGF	0.999998936372988	142	116	1	HGF	0.882059921306915	142	116	1	HGF	0.833478332818883	142	116	1
CACNA2D1	0.951805517126571	1634	1487	1	CACNA2D1	0.519274273316124	1634	1487	1	CACNA2D1	0.266411254599835	1634	1487	1
PCLO	0.987814381766388	1075	1020	1	PCLO	0.324063387881259	1075	1020	1	PCLO	0.154097850894668	1075	1020	1
SEMA3E	0.977792020084951	1077	947	1	SEMA3E	1	1077	947	1	SEMA3E	0.778812073146471	1077	947	1
SEMA3A	0.815853801316046	1339	1261	1	SEMA3A	0.790148935540508	1339	1261	1	SEMA3A	0.719646011124496	1339	1261	1
LOC101927378	0.96623880280324	114	106	1	LOC101927378	1	114	106	1	LOC101927378	0.774111253124658	114	106	1
SEMA3D	0.989593904644976	207	201	1	SEMA3D	0.419850128683353	207	201	1	SEMA3D	0.275342037345254	207	201	1
LINC00972	0.999929366149064	226	205	1	LINC00972	0.886870361071221	226	205	1	LINC00972	0.986289761604894	226	205	1
GRM3	0.999479398187139	434	378	1	GRM3	1	434	378	1	GRM3	0.996167278949515	434	378	1
KIAA1324L	0.990145284127347	126	104	1	KIAA1324L	0.731272589609312	126	104	1	KIAA1324L	0.510830626370468	126	104	1
LOC101927420	0.0146870868080764	1	1	1	LOC101927420	0.0164755088339181	1	1	1	LOC101927420	0.0146870868080764	1	1	1
DMTF1	0.999967638821587	117	114	1	DMTF1	0.912914580136838	117	114	1	DMTF1	0.892456140334075	117	114	1
